1,1,1,10,30,0.005,0.05,1.0
1,1,2,10,30,0.01,0.05,0.43333333
1,1,3,10,30,0.015,0.05,0.13333333
1,1,4,10,30,0.02,0.05,0.066666667
1,1,5,10,30,0.025,0.05,0.0
1,1,6,10,30,0.03,0.05,0.0
1,1,7,10,30,0.035,0.05,0.0
1,1,8,10,30,0.04,0.05,0.0
1,1,9,10,30,0.045,0.05,0.0
1,1,10,10,30,0.05,0.05,0.0
1,1,11,10,30,0.055,0.05,0.0
1,1,12,10,30,0.06,0.05,0.0
1,1,13,10,30,0.065,0.05,0.0
1,1,14,10,30,0.07,0.05,0.0
1,1,15,10,30,0.075,0.05,0.0
1,1,16,10,30,0.08,0.05,0.0
1,1,17,10,30,0.085,0.05,0.0
1,1,18,10,30,0.09,0.05,0.0
1,1,19,10,30,0.095,0.05,0.0
1,1,20,10,30,0.1,0.05,0.0
1,1,21,10,30,0.105,0.05,0.0
1,1,22,10,30,0.11,0.05,0.0
1,1,23,10,30,0.115,0.05,0.0
1,1,1,12,30,0.005,0.06,0.96666667
1,1,2,12,30,0.01,0.06,0.76666667
1,1,3,12,30,0.015,0.06,0.33333333
1,1,4,12,30,0.02,0.06,0.13333333
1,1,5,12,30,0.025,0.06,0.0
1,1,6,12,30,0.03,0.06,0.0
1,1,7,12,30,0.035,0.06,0.0
1,1,8,12,30,0.04,0.06,0.0
1,1,9,12,30,0.045,0.06,0.0
1,1,10,12,30,0.05,0.06,0.0
1,1,11,12,30,0.055,0.06,0.0
1,1,12,12,30,0.06,0.06,0.0
1,1,13,12,30,0.065,0.06,0.0
1,1,14,12,30,0.07,0.06,0.0
1,1,15,12,30,0.075,0.06,0.0
1,1,16,12,30,0.08,0.06,0.0
1,1,17,12,30,0.085,0.06,0.0
1,1,18,12,30,0.09,0.06,0.0
1,1,19,12,30,0.095,0.06,0.0
1,1,20,12,30,0.1,0.06,0.0
1,1,21,12,30,0.105,0.06,0.0
1,1,22,12,30,0.11,0.06,0.0
1,1,23,12,30,0.115,0.06,0.0
1,1,1,14,30,0.005,0.07,1.0
1,1,2,14,30,0.01,0.07,0.83333333
1,1,3,14,30,0.015,0.07,0.53333333
1,1,4,14,30,0.02,0.07,0.16666667
1,1,5,14,30,0.025,0.07,0.1
1,1,6,14,30,0.03,0.07,0.0
1,1,7,14,30,0.035,0.07,0.0
1,1,8,14,30,0.04,0.07,0.0
1,1,9,14,30,0.045,0.07,0.0
1,1,10,14,30,0.05,0.07,0.0
1,1,11,14,30,0.055,0.07,0.0
1,1,12,14,30,0.06,0.07,0.0
1,1,13,14,30,0.065,0.07,0.0
1,1,14,14,30,0.07,0.07,0.0
1,1,15,14,30,0.075,0.07,0.0
1,1,16,14,30,0.08,0.07,0.0
1,1,17,14,30,0.085,0.07,0.0
1,1,18,14,30,0.09,0.07,0.0
1,1,19,14,30,0.095,0.07,0.0
1,1,20,14,30,0.1,0.07,0.0
1,1,21,14,30,0.105,0.07,0.0
1,1,22,14,30,0.11,0.07,0.0
1,1,23,14,30,0.115,0.07,0.0
1,1,24,14,30,0.12,0.07,0.0
1,1,1,16,30,0.005,0.08,1.0
1,1,2,16,30,0.01,0.08,1.0
1,1,3,16,30,0.015,0.08,0.7
1,1,4,16,30,0.02,0.08,0.33333333
1,1,5,16,30,0.025,0.08,0.2
1,1,6,16,30,0.03,0.08,0.13333333
1,1,7,16,30,0.035,0.08,0.0
1,1,8,16,30,0.04,0.08,0.0
1,1,9,16,30,0.045,0.08,0.0
1,1,10,16,30,0.05,0.08,0.0
1,1,11,16,30,0.055,0.08,0.0
1,1,12,16,30,0.06,0.08,0.0
1,1,13,16,30,0.065,0.08,0.0
1,1,14,16,30,0.07,0.08,0.0
1,1,15,16,30,0.075,0.08,0.0
1,1,16,16,30,0.08,0.08,0.0
1,1,17,16,30,0.085,0.08,0.0
1,1,18,16,30,0.09,0.08,0.0
1,1,19,16,30,0.095,0.08,0.0
1,1,20,16,30,0.1,0.08,0.0
1,1,21,16,30,0.105,0.08,0.0
1,1,22,16,30,0.11,0.08,0.0
1,1,23,16,30,0.115,0.08,0.0
1,1,24,16,30,0.12,0.08,0.0
1,1,25,16,30,0.125,0.08,0.0
1,1,1,18,30,0.005,0.09,1.0
1,1,2,18,30,0.01,0.09,1.0
1,1,3,18,30,0.015,0.09,0.96666667
1,1,4,18,30,0.02,0.09,0.56666667
1,1,5,18,30,0.025,0.09,0.23333333
1,1,6,18,30,0.03,0.09,0.2
1,1,7,18,30,0.035,0.09,0.033333333
1,1,8,18,30,0.04,0.09,0.0
1,1,9,18,30,0.045,0.09,0.0
1,1,10,18,30,0.05,0.09,0.0
1,1,11,18,30,0.055,0.09,0.0
1,1,12,18,30,0.06,0.09,0.0
1,1,13,18,30,0.065,0.09,0.0
1,1,14,18,30,0.07,0.09,0.0
1,1,15,18,30,0.075,0.09,0.0
1,1,16,18,30,0.08,0.09,0.0
1,1,17,18,30,0.085,0.09,0.0
1,1,18,18,30,0.09,0.09,0.0
1,1,19,18,30,0.095,0.09,0.0
1,1,20,18,30,0.1,0.09,0.0
1,1,21,18,30,0.105,0.09,0.0
1,1,22,18,30,0.11,0.09,0.0
1,1,23,18,30,0.115,0.09,0.0
1,1,24,18,30,0.12,0.09,0.0
1,1,25,18,30,0.125,0.09,0.0
1,1,1,20,30,0.005,0.1,1.0
1,1,2,20,30,0.01,0.1,0.96666667
1,1,3,20,30,0.015,0.1,0.9
1,1,4,20,30,0.02,0.1,0.9
1,1,5,20,30,0.025,0.1,0.56666667
1,1,6,20,30,0.03,0.1,0.3
1,1,7,20,30,0.035,0.1,0.066666667
1,1,8,20,30,0.04,0.1,0.033333333
1,1,9,20,30,0.045,0.1,0.0
1,1,10,20,30,0.05,0.1,0.0
1,1,11,20,30,0.055,0.1,0.0
1,1,12,20,30,0.06,0.1,0.0
1,1,13,20,30,0.065,0.1,0.0
1,1,14,20,30,0.07,0.1,0.0
1,1,15,20,30,0.075,0.1,0.0
1,1,16,20,30,0.08,0.1,0.0
1,1,17,20,30,0.085,0.1,0.0
1,1,18,20,30,0.09,0.1,0.0
1,1,19,20,30,0.095,0.1,0.0
1,1,20,20,30,0.1,0.1,0.0
1,1,21,20,30,0.105,0.1,0.0
1,1,22,20,30,0.11,0.1,0.0
1,1,23,20,30,0.115,0.1,0.0
1,1,24,20,30,0.12,0.1,0.0
1,1,25,20,30,0.125,0.1,0.0
1,1,26,20,30,0.13,0.1,0.0
1,1,1,22,30,0.005,0.11,1.0
1,1,2,22,30,0.01,0.11,1.0
1,1,3,22,30,0.015,0.11,0.96666667
1,1,4,22,30,0.02,0.11,0.93333333
1,1,5,22,30,0.025,0.11,0.73333333
1,1,6,22,30,0.03,0.11,0.33333333
1,1,7,22,30,0.035,0.11,0.26666667
1,1,8,22,30,0.04,0.11,0.033333333
1,1,9,22,30,0.045,0.11,0.0
1,1,10,22,30,0.05,0.11,0.0
1,1,11,22,30,0.055,0.11,0.0
1,1,12,22,30,0.06,0.11,0.0
1,1,13,22,30,0.065,0.11,0.0
1,1,14,22,30,0.07,0.11,0.0
1,1,15,22,30,0.075,0.11,0.0
1,1,16,22,30,0.08,0.11,0.0
1,1,17,22,30,0.085,0.11,0.0
1,1,18,22,30,0.09,0.11,0.0
1,1,19,22,30,0.095,0.11,0.0
1,1,20,22,30,0.1,0.11,0.0
1,1,21,22,30,0.105,0.11,0.0
1,1,22,22,30,0.11,0.11,0.0
1,1,23,22,30,0.115,0.11,0.0
1,1,24,22,30,0.12,0.11,0.0
1,1,25,22,30,0.125,0.11,0.0
1,1,26,22,30,0.13,0.11,0.0
1,1,1,24,30,0.005,0.12,1.0
1,1,2,24,30,0.01,0.12,1.0
1,1,3,24,30,0.015,0.12,1.0
1,1,4,24,30,0.02,0.12,0.96666667
1,1,5,24,30,0.025,0.12,0.86666667
1,1,6,24,30,0.03,0.12,0.66666667
1,1,7,24,30,0.035,0.12,0.4
1,1,8,24,30,0.04,0.12,0.13333333
1,1,9,24,30,0.045,0.12,0.066666667
1,1,10,24,30,0.05,0.12,0.066666667
1,1,11,24,30,0.055,0.12,0.0
1,1,12,24,30,0.06,0.12,0.0
1,1,13,24,30,0.065,0.12,0.0
1,1,14,24,30,0.07,0.12,0.0
1,1,15,24,30,0.075,0.12,0.0
1,1,16,24,30,0.08,0.12,0.0
1,1,17,24,30,0.085,0.12,0.0
1,1,18,24,30,0.09,0.12,0.0
1,1,19,24,30,0.095,0.12,0.0
1,1,20,24,30,0.1,0.12,0.0
1,1,21,24,30,0.105,0.12,0.0
1,1,22,24,30,0.11,0.12,0.0
1,1,23,24,30,0.115,0.12,0.0
1,1,24,24,30,0.12,0.12,0.0
1,1,25,24,30,0.125,0.12,0.0
1,1,26,24,30,0.13,0.12,0.0
1,1,27,24,30,0.135,0.12,0.0
1,1,1,26,30,0.005,0.13,1.0
1,1,2,26,30,0.01,0.13,1.0
1,1,3,26,30,0.015,0.13,1.0
1,1,4,26,30,0.02,0.13,1.0
1,1,5,26,30,0.025,0.13,0.93333333
1,1,6,26,30,0.03,0.13,0.86666667
1,1,7,26,30,0.035,0.13,0.46666667
1,1,8,26,30,0.04,0.13,0.46666667
1,1,9,26,30,0.045,0.13,0.1
1,1,10,26,30,0.05,0.13,0.066666667
1,1,11,26,30,0.055,0.13,0.033333333
1,1,12,26,30,0.06,0.13,0.033333333
1,1,13,26,30,0.065,0.13,0.0
1,1,14,26,30,0.07,0.13,0.0
1,1,15,26,30,0.075,0.13,0.0
1,1,16,26,30,0.08,0.13,0.0
1,1,17,26,30,0.085,0.13,0.0
1,1,18,26,30,0.09,0.13,0.0
1,1,19,26,30,0.095,0.13,0.0
1,1,20,26,30,0.1,0.13,0.0
1,1,21,26,30,0.105,0.13,0.0
1,1,22,26,30,0.11,0.13,0.0
1,1,23,26,30,0.115,0.13,0.0
1,1,24,26,30,0.12,0.13,0.0
1,1,25,26,30,0.125,0.13,0.0
1,1,26,26,30,0.13,0.13,0.0
1,1,27,26,30,0.135,0.13,0.0
1,1,28,26,30,0.14,0.13,0.0
1,1,1,28,30,0.005,0.14,1.0
1,1,2,28,30,0.01,0.14,1.0
1,1,3,28,30,0.015,0.14,1.0
1,1,4,28,30,0.02,0.14,1.0
1,1,5,28,30,0.025,0.14,0.96666667
1,1,6,28,30,0.03,0.14,0.9
1,1,7,28,30,0.035,0.14,0.6
1,1,8,28,30,0.04,0.14,0.63333333
1,1,9,28,30,0.045,0.14,0.3
1,1,10,28,30,0.05,0.14,0.066666667
1,1,11,28,30,0.055,0.14,0.066666667
1,1,12,28,30,0.06,0.14,0.1
1,1,13,28,30,0.065,0.14,0.0
1,1,14,28,30,0.07,0.14,0.0
1,1,15,28,30,0.075,0.14,0.0
1,1,16,28,30,0.08,0.14,0.0
1,1,17,28,30,0.085,0.14,0.0
1,1,18,28,30,0.09,0.14,0.0
1,1,19,28,30,0.095,0.14,0.0
1,1,20,28,30,0.1,0.14,0.0
1,1,21,28,30,0.105,0.14,0.0
1,1,22,28,30,0.11,0.14,0.0
1,1,23,28,30,0.115,0.14,0.0
1,1,24,28,30,0.12,0.14,0.0
1,1,25,28,30,0.125,0.14,0.0
1,1,26,28,30,0.13,0.14,0.0
1,1,27,28,30,0.135,0.14,0.0
1,1,28,28,30,0.14,0.14,0.0
1,1,29,28,30,0.145,0.14,0.0
1,1,1,30,30,0.005,0.15,1.0
1,1,2,30,30,0.01,0.15,1.0
1,1,3,30,30,0.015,0.15,1.0
1,1,4,30,30,0.02,0.15,1.0
1,1,5,30,30,0.025,0.15,1.0
1,1,6,30,30,0.03,0.15,0.93333333
1,1,7,30,30,0.035,0.15,0.9
1,1,8,30,30,0.04,0.15,0.66666667
1,1,9,30,30,0.045,0.15,0.46666667
1,1,10,30,30,0.05,0.15,0.33333333
1,1,11,30,30,0.055,0.15,0.13333333
1,1,12,30,30,0.06,0.15,0.0
1,1,13,30,30,0.065,0.15,0.033333333
1,1,14,30,30,0.07,0.15,0.033333333
1,1,15,30,30,0.075,0.15,0.0
1,1,16,30,30,0.08,0.15,0.0
1,1,17,30,30,0.085,0.15,0.0
1,1,18,30,30,0.09,0.15,0.0
1,1,19,30,30,0.095,0.15,0.0
1,1,20,30,30,0.1,0.15,0.0
1,1,21,30,30,0.105,0.15,0.0
1,1,22,30,30,0.11,0.15,0.0
1,1,23,30,30,0.115,0.15,0.0
1,1,24,30,30,0.12,0.15,0.0
1,1,25,30,30,0.125,0.15,0.0
1,1,26,30,30,0.13,0.15,0.0
1,1,27,30,30,0.135,0.15,0.0
1,1,28,30,30,0.14,0.15,0.0
1,1,29,30,30,0.145,0.15,0.0
1,1,30,30,30,0.15,0.15,0.0
1,1,1,32,30,0.005,0.16,1.0
1,1,2,32,30,0.01,0.16,1.0
1,1,3,32,30,0.015,0.16,1.0
1,1,4,32,30,0.02,0.16,1.0
1,1,5,32,30,0.025,0.16,1.0
1,1,6,32,30,0.03,0.16,1.0
1,1,7,32,30,0.035,0.16,0.9
1,1,8,32,30,0.04,0.16,0.66666667
1,1,9,32,30,0.045,0.16,0.66666667
1,1,10,32,30,0.05,0.16,0.43333333
1,1,11,32,30,0.055,0.16,0.26666667
1,1,12,32,30,0.06,0.16,0.2
1,1,13,32,30,0.065,0.16,0.033333333
1,1,14,32,30,0.07,0.16,0.0
1,1,15,32,30,0.075,0.16,0.0
1,1,16,32,30,0.08,0.16,0.0
1,1,17,32,30,0.085,0.16,0.0
1,1,18,32,30,0.09,0.16,0.0
1,1,19,32,30,0.095,0.16,0.0
1,1,20,32,30,0.1,0.16,0.0
1,1,21,32,30,0.105,0.16,0.0
1,1,22,32,30,0.11,0.16,0.0
1,1,23,32,30,0.115,0.16,0.0
1,1,24,32,30,0.12,0.16,0.0
1,1,25,32,30,0.125,0.16,0.0
1,1,26,32,30,0.13,0.16,0.0
1,1,27,32,30,0.135,0.16,0.0
1,1,28,32,30,0.14,0.16,0.0
1,1,29,32,30,0.145,0.16,0.0
1,1,30,32,30,0.15,0.16,0.0
1,1,31,32,30,0.155,0.16,0.0
1,1,1,34,30,0.005,0.17,1.0
1,1,2,34,30,0.01,0.17,1.0
1,1,3,34,30,0.015,0.17,1.0
1,1,4,34,30,0.02,0.17,1.0
1,1,5,34,30,0.025,0.17,1.0
1,1,6,34,30,0.03,0.17,1.0
1,1,7,34,30,0.035,0.17,1.0
1,1,8,34,30,0.04,0.17,0.9
1,1,9,34,30,0.045,0.17,0.7
1,1,10,34,30,0.05,0.17,0.6
1,1,11,34,30,0.055,0.17,0.5
1,1,12,34,30,0.06,0.17,0.23333333
1,1,13,34,30,0.065,0.17,0.23333333
1,1,14,34,30,0.07,0.17,0.066666667
1,1,15,34,30,0.075,0.17,0.0
1,1,16,34,30,0.08,0.17,0.033333333
1,1,17,34,30,0.085,0.17,0.0
1,1,18,34,30,0.09,0.17,0.0
1,1,19,34,30,0.095,0.17,0.0
1,1,20,34,30,0.1,0.17,0.0
1,1,21,34,30,0.105,0.17,0.0
1,1,22,34,30,0.11,0.17,0.0
1,1,23,34,30,0.115,0.17,0.0
1,1,24,34,30,0.12,0.17,0.0
1,1,25,34,30,0.125,0.17,0.0
1,1,26,34,30,0.13,0.17,0.0
1,1,27,34,30,0.135,0.17,0.0
1,1,28,34,30,0.14,0.17,0.0
1,1,29,34,30,0.145,0.17,0.0
1,1,30,34,30,0.15,0.17,0.0
1,1,31,34,30,0.155,0.17,0.0
1,1,32,34,30,0.16,0.17,0.0
1,1,1,36,30,0.005,0.18,1.0
1,1,2,36,30,0.01,0.18,1.0
1,1,3,36,30,0.015,0.18,1.0
1,1,4,36,30,0.02,0.18,1.0
1,1,5,36,30,0.025,0.18,1.0
1,1,6,36,30,0.03,0.18,1.0
1,1,7,36,30,0.035,0.18,1.0
1,1,8,36,30,0.04,0.18,0.93333333
1,1,9,36,30,0.045,0.18,0.83333333
1,1,10,36,30,0.05,0.18,0.8
1,1,11,36,30,0.055,0.18,0.56666667
1,1,12,36,30,0.06,0.18,0.6
1,1,13,36,30,0.065,0.18,0.13333333
1,1,14,36,30,0.07,0.18,0.13333333
1,1,15,36,30,0.075,0.18,0.066666667
1,1,16,36,30,0.08,0.18,0.033333333
1,1,17,36,30,0.085,0.18,0.0
1,1,18,36,30,0.09,0.18,0.0
1,1,19,36,30,0.095,0.18,0.033333333
1,1,20,36,30,0.1,0.18,0.0
1,1,21,36,30,0.105,0.18,0.0
1,1,22,36,30,0.11,0.18,0.0
1,1,23,36,30,0.115,0.18,0.0
1,1,24,36,30,0.12,0.18,0.0
1,1,25,36,30,0.125,0.18,0.0
1,1,26,36,30,0.13,0.18,0.0
1,1,27,36,30,0.135,0.18,0.0
1,1,28,36,30,0.14,0.18,0.0
1,1,29,36,30,0.145,0.18,0.0
1,1,30,36,30,0.15,0.18,0.0
1,1,31,36,30,0.155,0.18,0.0
1,1,32,36,30,0.16,0.18,0.0
1,1,33,36,30,0.165,0.18,0.0
1,1,1,38,30,0.005,0.19,1.0
1,1,2,38,30,0.01,0.19,1.0
1,1,3,38,30,0.015,0.19,1.0
1,1,4,38,30,0.02,0.19,1.0
1,1,5,38,30,0.025,0.19,1.0
1,1,6,38,30,0.03,0.19,1.0
1,1,7,38,30,0.035,0.19,1.0
1,1,8,38,30,0.04,0.19,1.0
1,1,9,38,30,0.045,0.19,0.96666667
1,1,10,38,30,0.05,0.19,0.76666667
1,1,11,38,30,0.055,0.19,0.8
1,1,12,38,30,0.06,0.19,0.63333333
1,1,13,38,30,0.065,0.19,0.46666667
1,1,14,38,30,0.07,0.19,0.33333333
1,1,15,38,30,0.075,0.19,0.1
1,1,16,38,30,0.08,0.19,0.066666667
1,1,17,38,30,0.085,0.19,0.033333333
1,1,18,38,30,0.09,0.19,0.033333333
1,1,19,38,30,0.095,0.19,0.0
1,1,20,38,30,0.1,0.19,0.0
1,1,21,38,30,0.105,0.19,0.0
1,1,22,38,30,0.11,0.19,0.0
1,1,23,38,30,0.115,0.19,0.0
1,1,24,38,30,0.12,0.19,0.0
1,1,25,38,30,0.125,0.19,0.0
1,1,26,38,30,0.13,0.19,0.0
1,1,27,38,30,0.135,0.19,0.0
1,1,28,38,30,0.14,0.19,0.0
1,1,29,38,30,0.145,0.19,0.0
1,1,30,38,30,0.15,0.19,0.0
1,1,31,38,30,0.155,0.19,0.0
1,1,32,38,30,0.16,0.19,0.0
1,1,33,38,30,0.165,0.19,0.0
1,1,34,38,30,0.17,0.19,0.0
1,1,1,40,30,0.005,0.2,1.0
1,1,2,40,30,0.01,0.2,1.0
1,1,3,40,30,0.015,0.2,1.0
1,1,4,40,30,0.02,0.2,1.0
1,1,5,40,30,0.025,0.2,1.0
1,1,6,40,30,0.03,0.2,1.0
1,1,7,40,30,0.035,0.2,1.0
1,1,8,40,30,0.04,0.2,1.0
1,1,9,40,30,0.045,0.2,1.0
1,1,10,40,30,0.05,0.2,0.96666667
1,1,11,40,30,0.055,0.2,0.7
1,1,12,40,30,0.06,0.2,0.73333333
1,1,13,40,30,0.065,0.2,0.6
1,1,14,40,30,0.07,0.2,0.16666667
1,1,15,40,30,0.075,0.2,0.16666667
1,1,16,40,30,0.08,0.2,0.16666667
1,1,17,40,30,0.085,0.2,0.1
1,1,18,40,30,0.09,0.2,0.066666667
1,1,19,40,30,0.095,0.2,0.0
1,1,20,40,30,0.1,0.2,0.0
1,1,21,40,30,0.105,0.2,0.0
1,1,22,40,30,0.11,0.2,0.0
1,1,23,40,30,0.115,0.2,0.0
1,1,24,40,30,0.12,0.2,0.0
1,1,25,40,30,0.125,0.2,0.0
1,1,26,40,30,0.13,0.2,0.0
1,1,27,40,30,0.135,0.2,0.0
1,1,28,40,30,0.14,0.2,0.0
1,1,29,40,30,0.145,0.2,0.0
1,1,30,40,30,0.15,0.2,0.0
1,1,31,40,30,0.155,0.2,0.0
1,1,32,40,30,0.16,0.2,0.0
1,1,33,40,30,0.165,0.2,0.0
1,1,34,40,30,0.17,0.2,0.0
1,1,1,42,30,0.005,0.21,1.0
1,1,2,42,30,0.01,0.21,1.0
1,1,3,42,30,0.015,0.21,1.0
1,1,4,42,30,0.02,0.21,1.0
1,1,5,42,30,0.025,0.21,1.0
1,1,6,42,30,0.03,0.21,1.0
1,1,7,42,30,0.035,0.21,1.0
1,1,8,42,30,0.04,0.21,1.0
1,1,9,42,30,0.045,0.21,1.0
1,1,10,42,30,0.05,0.21,0.96666667
1,1,11,42,30,0.055,0.21,0.83333333
1,1,12,42,30,0.06,0.21,0.86666667
1,1,13,42,30,0.065,0.21,0.8
1,1,14,42,30,0.07,0.21,0.43333333
1,1,15,42,30,0.075,0.21,0.5
1,1,16,42,30,0.08,0.21,0.3
1,1,17,42,30,0.085,0.21,0.26666667
1,1,18,42,30,0.09,0.21,0.1
1,1,19,42,30,0.095,0.21,0.13333333
1,1,20,42,30,0.1,0.21,0.0
1,1,21,42,30,0.105,0.21,0.0
1,1,22,42,30,0.11,0.21,0.0
1,1,23,42,30,0.115,0.21,0.0
1,1,24,42,30,0.12,0.21,0.0
1,1,25,42,30,0.125,0.21,0.0
1,1,26,42,30,0.13,0.21,0.0
1,1,27,42,30,0.135,0.21,0.0
1,1,28,42,30,0.14,0.21,0.0
1,1,29,42,30,0.145,0.21,0.0
1,1,30,42,30,0.15,0.21,0.0
1,1,31,42,30,0.155,0.21,0.0
1,1,32,42,30,0.16,0.21,0.0
1,1,33,42,30,0.165,0.21,0.0
1,1,34,42,30,0.17,0.21,0.0
1,1,35,42,30,0.175,0.21,0.0
1,1,1,44,30,0.005,0.22,1.0
1,1,2,44,30,0.01,0.22,1.0
1,1,3,44,30,0.015,0.22,1.0
1,1,4,44,30,0.02,0.22,1.0
1,1,5,44,30,0.025,0.22,1.0
1,1,6,44,30,0.03,0.22,1.0
1,1,7,44,30,0.035,0.22,1.0
1,1,8,44,30,0.04,0.22,1.0
1,1,9,44,30,0.045,0.22,0.96666667
1,1,10,44,30,0.05,0.22,1.0
1,1,11,44,30,0.055,0.22,0.93333333
1,1,12,44,30,0.06,0.22,0.9
1,1,13,44,30,0.065,0.22,0.8
1,1,14,44,30,0.07,0.22,0.76666667
1,1,15,44,30,0.075,0.22,0.56666667
1,1,16,44,30,0.08,0.22,0.43333333
1,1,17,44,30,0.085,0.22,0.26666667
1,1,18,44,30,0.09,0.22,0.23333333
1,1,19,44,30,0.095,0.22,0.2
1,1,20,44,30,0.1,0.22,0.033333333
1,1,21,44,30,0.105,0.22,0.066666667
1,1,22,44,30,0.11,0.22,0.033333333
1,1,23,44,30,0.115,0.22,0.0
1,1,24,44,30,0.12,0.22,0.0
1,1,25,44,30,0.125,0.22,0.0
1,1,26,44,30,0.13,0.22,0.0
1,1,27,44,30,0.135,0.22,0.0
1,1,28,44,30,0.14,0.22,0.0
1,1,29,44,30,0.145,0.22,0.0
1,1,30,44,30,0.15,0.22,0.0
1,1,31,44,30,0.155,0.22,0.0
1,1,32,44,30,0.16,0.22,0.0
1,1,33,44,30,0.165,0.22,0.0
1,1,34,44,30,0.17,0.22,0.0
1,1,35,44,30,0.175,0.22,0.0
1,1,36,44,30,0.18,0.22,0.0
1,1,1,46,30,0.005,0.23,1.0
1,1,2,46,30,0.01,0.23,1.0
1,1,3,46,30,0.015,0.23,1.0
1,1,4,46,30,0.02,0.23,1.0
1,1,5,46,30,0.025,0.23,1.0
1,1,6,46,30,0.03,0.23,1.0
1,1,7,46,30,0.035,0.23,1.0
1,1,8,46,30,0.04,0.23,1.0
1,1,9,46,30,0.045,0.23,1.0
1,1,10,46,30,0.05,0.23,1.0
1,1,11,46,30,0.055,0.23,1.0
1,1,12,46,30,0.06,0.23,0.96666667
1,1,13,46,30,0.065,0.23,0.86666667
1,1,14,46,30,0.07,0.23,0.86666667
1,1,15,46,30,0.075,0.23,0.8
